contrast	contrast_pretty	channel	frequency_hz	time_s	difference_db	in_corrected_cluster
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	0.88	-0.469816435558292	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	0.88	-0.230184782869541	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	0.88	0.0141205271849265	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	0.88	0.0963876473789032	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	0.88	0.0579304217289274	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	0.88	0.0201752845627757	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	0.88	0.00487537785039212	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	0.88	0.0102698844678413	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	0.88	0.00833811381688485	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	0.88	0.0576863704392543	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	0.92	-0.280341805890203	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	0.92	-0.512762583219088	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	0.92	-0.576740879852038	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	0.92	-0.590910301866153	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	0.92	-0.484125919210223	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	0.92	-0.198355933311037	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	0.92	0.0527479854913858	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	0.92	0.08623908377754	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	0.92	0.0517892822121771	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	0.92	0.0185880373017146	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	0.92	-0.0009588923645564	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	0.92	0.00888365736374488	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	0.92	0.0554651827909625	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	0.92	0.078159793611401	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	0.96	-0.224989588470915	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	0.96	-0.530793886345166	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	0.96	-0.563728985376656	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	0.96	-0.580785994776166	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	0.96	-0.439794539617231	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	0.96	-0.189298428881627	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	0.96	0.0522814135138805	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	0.96	0.100098283388294	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	0.96	0.0825159402134327	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	0.96	0.110885901591526	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	0.96	0.162101135535452	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	0.96	0.193960479675577	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	0.96	0.234449253560832	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	0.96	0.222796428232239	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1	-0.18815527526805	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1	-0.53110853353372	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1	-0.546170990126064	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1	-0.539048333419487	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1	-0.4221870379809	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1	-0.235176479873749	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1	0.0063579474360897	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1	0.129888034210755	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1	0.172168892736618	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1	0.18543660067595	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1	0.204113974307592	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1	0.220430455528773	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1	0.169186010079172	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1	0.144269116509419	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.04	-0.167261263928734	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.04	-0.513303152930278	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.04	-0.53049936475089	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.04	-0.491778450516554	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.04	-0.423594222618983	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.04	-0.33576854373006	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.04	-0.0177722570996803	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.04	0.212139148730785	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.04	0.268695651983412	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.04	0.213270042270709	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.04	0.114864159447069	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.04	0.0308435855146784	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.04	-0.0395571822658754	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.04	-0.118447883036704	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.08	-0.159979376941919	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.08	-0.48007161982465	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.08	-0.505602166629755	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.08	-0.454410437494516	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.08	-0.386687739680593	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.08	-0.320865111532979	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.08	-0.0579626323798528	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.08	0.096263155197868	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.08	0.103724430977868	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.08	0.00607003479336317	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.08	-0.0605890072452334	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.08	-0.0463203554614805	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.08	-0.0274900590571073	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.08	0.0191246824374852	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.12	-0.161689141048835	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.12	-0.434009752594508	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.12	-0.457908832109891	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.12	-0.421834106485431	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.12	-0.347566776353723	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.12	-0.193107676611712	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.12	-0.042148535596565	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.12	-0.0658034233089823	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.12	-0.115514685892357	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.12	-0.154610867397143	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.12	-0.200252016504797	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.12	-0.227516467304667	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.12	-0.199918159247878	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.12	-0.176101790006774	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.16	-0.167856418491843	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.16	-0.38685338342419	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.16	-0.393392557851397	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.16	-0.394642534056822	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.16	-0.344832900338448	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.16	-0.191654113909373	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.16	-0.0433526321385915	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.16	-0.0807743190492217	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.16	-0.101846209261566	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.16	-0.110954222914118	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.16	-0.114216399092514	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.16	-0.121922016251259	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.16	-0.125379462941335	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.16	-0.138100937465564	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.2	-0.174526013433933	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.2	-0.348100089790443	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.2	-0.317946533650124	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.2	-0.358713167647903	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.2	-0.355247244274674	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.2	-0.272909732535481	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.2	-0.174629596348565	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.2	-0.147031403934726	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.2	-0.0717482166096138	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.2	-0.0170036684967971	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.2	-0.0267777268130046	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.2	-0.0738054789029635	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.2	-0.128649627861495	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.2	-0.126353693767809	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.24	-0.182302963418456	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.24	-0.330305511060242	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.24	-0.259359024680005	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.24	-0.299613094655797	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.24	-0.321763081905934	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.24	-0.220574476720335	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.24	-0.154977789005408	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.24	-0.105692969778409	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.24	-0.0496058282800592	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.24	-0.00459176459564612	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.24	-0.0212972312807464	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.24	-0.0777623758006554	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.24	-0.105062424133603	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.24	-0.103276951310153	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.28	-0.192030838762338	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.28	-0.340943108384426	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.28	-0.254696379738072	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.28	-0.248084138362454	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.28	-0.247548285923236	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.28	-0.191034266008781	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.28	-0.13173719880601	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.28	-0.155423870525108	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.28	-0.140602711962017	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.28	-0.126824524110326	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.28	-0.10062138381629	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.28	-0.0832219331596906	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.28	-0.0725417571285596	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.28	-0.0456474989724274	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.32	-0.202818515495612	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.32	-0.371505097342798	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.32	-0.313327297496681	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.32	-0.255801798417591	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.32	-0.196859286095087	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.32	-0.272308636707469	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.32	-0.398495416586789	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.32	-0.341491928252463	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.32	-0.212436694830943	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.32	-0.174825633947666	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.32	-0.21372418363507	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.32	-0.23131288588047	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.32	-0.192145102979759	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.32	-0.124562202594601	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.36	-0.215674463372964	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.36	-0.400611192847674	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.36	-0.399900065878263	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.36	-0.334022750075047	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.36	-0.219343237435588	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.36	-0.233570721072073	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.36	-0.348206790880515	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.36	-0.310517522721336	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.36	-0.267198104124803	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.36	-0.242640494440611	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.36	-0.234961473024808	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.36	-0.206626527727796	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.36	-0.156746440495436	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.36	-0.111125163733959	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	4	1.4	-0.230358139683421	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	6	1.4	-0.407273027616052	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	8	1.4	-0.470558286860558	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	10	1.4	-0.426885201380803	1
Memorize_minus_Ignore	Memorize - Ignore	CP3	12	1.4	-0.283184029376851	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	14	1.4	-0.113126071313253	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	16	1.4	-0.062798049300909	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	18	1.4	-0.0521292210771487	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	20	1.4	-0.0809795069866455	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	22	1.4	-0.068323671244658	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	24	1.4	-0.0487470210601504	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	26	1.4	-0.00825599423394753	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	28	1.4	0.0754160657525063	0
Memorize_minus_Ignore	Memorize - Ignore	CP3	30	1.4	0.0531124045105221	0
Probe_minus_Memorize	Probe - Memorize	CP4	4	0	0.35189776821062	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0	-0.063221391200876	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0	-0.297901955880941	0
Probe_minus_Memorize	Probe - Memorize	CP4	10	0	-0.314733000113987	0
Probe_minus_Memorize	Probe - Memorize	CP4	12	0	-0.0989523919729086	0
Probe_minus_Memorize	Probe - Memorize	CP4	14	0	-0.0105303348256991	0
Probe_minus_Memorize	Probe - Memorize	CP4	16	0	0.101309079963427	0
Probe_minus_Memorize	Probe - Memorize	CP4	18	0	0.142812841786788	0
Probe_minus_Memorize	Probe - Memorize	CP4	20	0	0.128905210357446	0
Probe_minus_Memorize	Probe - Memorize	CP4	22	0	0.0315049789272822	0
Probe_minus_Memorize	Probe - Memorize	CP4	24	0	-0.133634846227673	0
Probe_minus_Memorize	Probe - Memorize	CP4	26	0	-0.281534904470811	0
Probe_minus_Memorize	Probe - Memorize	CP4	28	0	-0.33632014090052	0
Probe_minus_Memorize	Probe - Memorize	CP4	30	0	-0.380581874579478	0
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.04	0.333931942685292	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.04	-0.125854597785152	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.04	-0.426589911373762	0
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.04	-0.498046548034136	1
Probe_minus_Memorize	Probe - Memorize	CP4	12	0.04	-0.182014613627241	0
Probe_minus_Memorize	Probe - Memorize	CP4	14	0.04	-0.0208545923233032	0
Probe_minus_Memorize	Probe - Memorize	CP4	16	0.04	-0.0148764438927174	0
Probe_minus_Memorize	Probe - Memorize	CP4	18	0.04	-0.0732105056253763	0
Probe_minus_Memorize	Probe - Memorize	CP4	20	0.04	-0.0918899144117649	0
Probe_minus_Memorize	Probe - Memorize	CP4	22	0.04	-0.112437704237751	0
Probe_minus_Memorize	Probe - Memorize	CP4	24	0.04	-0.119861746780001	0
Probe_minus_Memorize	Probe - Memorize	CP4	26	0.04	-0.134809914188316	0
Probe_minus_Memorize	Probe - Memorize	CP4	28	0.04	-0.107919999469931	0
Probe_minus_Memorize	Probe - Memorize	CP4	30	0.04	-0.0806602909444616	0
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.0800000000000001	0.313860195402343	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.0800000000000001	-0.177515479933041	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.0800000000000001	-0.614374871437366	0
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.0800000000000001	-0.749551022138733	1
Probe_minus_Memorize	Probe - Memorize	CP4	12	0.0800000000000001	-0.381876001525178	0
Probe_minus_Memorize	Probe - Memorize	CP4	14	0.0800000000000001	-0.0253998711643642	0
Probe_minus_Memorize	Probe - Memorize	CP4	16	0.0800000000000001	-0.103814525529742	0
Probe_minus_Memorize	Probe - Memorize	CP4	18	0.0800000000000001	-0.290571121642223	0
Probe_minus_Memorize	Probe - Memorize	CP4	20	0.0800000000000001	-0.379927252132732	0
Probe_minus_Memorize	Probe - Memorize	CP4	22	0.0800000000000001	-0.439757278332343	1
Probe_minus_Memorize	Probe - Memorize	CP4	24	0.0800000000000001	-0.479320157534228	1
Probe_minus_Memorize	Probe - Memorize	CP4	26	0.0800000000000001	-0.413441326755744	0
Probe_minus_Memorize	Probe - Memorize	CP4	28	0.0800000000000001	-0.219541160461421	0
Probe_minus_Memorize	Probe - Memorize	CP4	30	0.0800000000000001	-0.0530377633583087	0
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.12	0.297760831765257	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.12	-0.167075119626064	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.12	-0.835728995573635	1
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.12	-1.02105616548887	1
Probe_minus_Memorize	Probe - Memorize	CP4	12	0.12	-0.636327303659457	1
Probe_minus_Memorize	Probe - Memorize	CP4	14	0.12	-0.183636364885248	0
Probe_minus_Memorize	Probe - Memorize	CP4	16	0.12	-0.0862946732399555	0
Probe_minus_Memorize	Probe - Memorize	CP4	18	0.12	-0.218718774401798	0
Probe_minus_Memorize	Probe - Memorize	CP4	20	0.12	-0.316818583756685	0
Probe_minus_Memorize	Probe - Memorize	CP4	22	0.12	-0.331179852955616	0
Probe_minus_Memorize	Probe - Memorize	CP4	24	0.12	-0.306864601774858	0
Probe_minus_Memorize	Probe - Memorize	CP4	26	0.12	-0.245012524179541	0
Probe_minus_Memorize	Probe - Memorize	CP4	28	0.12	-0.14934440358327	0
Probe_minus_Memorize	Probe - Memorize	CP4	30	0.12	-0.0775234114665252	0
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.16	0.290329938038037	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.16	-0.08865882585255	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.16	-1.0454323091186	1
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.16	-1.25489009220081	1
Probe_minus_Memorize	Probe - Memorize	CP4	12	0.16	-0.794277381151915	1
Probe_minus_Memorize	Probe - Memorize	CP4	14	0.16	-0.30552373912472	0
Probe_minus_Memorize	Probe - Memorize	CP4	16	0.16	-0.121924855746329	0
Probe_minus_Memorize	Probe - Memorize	CP4	18	0.16	-0.202539732823005	0
Probe_minus_Memorize	Probe - Memorize	CP4	20	0.16	-0.274116535026294	0
Probe_minus_Memorize	Probe - Memorize	CP4	22	0.16	-0.293484192914688	0
Probe_minus_Memorize	Probe - Memorize	CP4	24	0.16	-0.270452579053549	0
Probe_minus_Memorize	Probe - Memorize	CP4	26	0.16	-0.233501780419969	0
Probe_minus_Memorize	Probe - Memorize	CP4	28	0.16	-0.163450561177272	0
Probe_minus_Memorize	Probe - Memorize	CP4	30	0.16	-0.0480975657701492	0
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.2	0.295737220977361	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.2	0.0176146775484085	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.2	-1.20333529564624	1
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.2	-1.43317078627073	1
Probe_minus_Memorize	Probe - Memorize	CP4	12	0.2	-0.893769514388763	1
Probe_minus_Memorize	Probe - Memorize	CP4	14	0.2	-0.305325059936597	0
Probe_minus_Memorize	Probe - Memorize	CP4	16	0.2	-0.22472407668829	0
Probe_minus_Memorize	Probe - Memorize	CP4	18	0.2	-0.475220087629098	1
Probe_minus_Memorize	Probe - Memorize	CP4	20	0.2	-0.614725118646255	1
Probe_minus_Memorize	Probe - Memorize	CP4	22	0.2	-0.684012460593994	1
Probe_minus_Memorize	Probe - Memorize	CP4	24	0.2	-0.662377363214126	1
Probe_minus_Memorize	Probe - Memorize	CP4	26	0.2	-0.548158447902936	1
Probe_minus_Memorize	Probe - Memorize	CP4	28	0.2	-0.382117851995505	0
Probe_minus_Memorize	Probe - Memorize	CP4	30	0.2	-0.234544292461718	0
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.24	0.321841073150818	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.24	0.0793851144038714	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.24	-1.30133279685218	1
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.24	-1.63809922108283	1
Probe_minus_Memorize	Probe - Memorize	CP4	12	0.24	-1.0874534137547	1
Probe_minus_Memorize	Probe - Memorize	CP4	14	0.24	-0.514259357578479	0
Probe_minus_Memorize	Probe - Memorize	CP4	16	0.24	-0.446882622173199	1
Probe_minus_Memorize	Probe - Memorize	CP4	18	0.24	-0.705897973277248	1
Probe_minus_Memorize	Probe - Memorize	CP4	20	0.24	-0.767309333842534	1
Probe_minus_Memorize	Probe - Memorize	CP4	22	0.24	-0.752254807318632	1
Probe_minus_Memorize	Probe - Memorize	CP4	24	0.24	-0.703789622021409	1
Probe_minus_Memorize	Probe - Memorize	CP4	26	0.24	-0.656978352138629	1
Probe_minus_Memorize	Probe - Memorize	CP4	28	0.24	-0.607006564736366	1
Probe_minus_Memorize	Probe - Memorize	CP4	30	0.24	-0.502135152283769	1
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.28	0.378001611966353	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.28	0.0422699348284648	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.28	-1.42493342092404	1
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.28	-1.95500510730422	1
Probe_minus_Memorize	Probe - Memorize	CP4	12	0.28	-1.40272451994511	1
Probe_minus_Memorize	Probe - Memorize	CP4	14	0.28	-0.909690995772298	1
Probe_minus_Memorize	Probe - Memorize	CP4	16	0.28	-0.901076247055943	1
Probe_minus_Memorize	Probe - Memorize	CP4	18	0.28	-0.968937317912395	1
Probe_minus_Memorize	Probe - Memorize	CP4	20	0.28	-0.805951226216096	1
Probe_minus_Memorize	Probe - Memorize	CP4	22	0.28	-0.686596321371885	1
Probe_minus_Memorize	Probe - Memorize	CP4	24	0.28	-0.653167195045031	1
Probe_minus_Memorize	Probe - Memorize	CP4	26	0.28	-0.654925895138429	1
Probe_minus_Memorize	Probe - Memorize	CP4	28	0.28	-0.601450780263314	1
Probe_minus_Memorize	Probe - Memorize	CP4	30	0.28	-0.505374657885673	1
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.32	0.467606692359998	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.32	-0.0974639339659076	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.32	-1.69113691580983	1
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.32	-2.39637600974395	1
Probe_minus_Memorize	Probe - Memorize	CP4	12	0.32	-1.77316067224512	1
Probe_minus_Memorize	Probe - Memorize	CP4	14	0.32	-1.10593636319614	1
Probe_minus_Memorize	Probe - Memorize	CP4	16	0.32	-1.13664169724171	1
Probe_minus_Memorize	Probe - Memorize	CP4	18	0.32	-1.26990575973804	1
Probe_minus_Memorize	Probe - Memorize	CP4	20	0.32	-1.08776758955075	1
Probe_minus_Memorize	Probe - Memorize	CP4	22	0.32	-0.922827302263333	1
Probe_minus_Memorize	Probe - Memorize	CP4	24	0.32	-0.81649594510404	1
Probe_minus_Memorize	Probe - Memorize	CP4	26	0.32	-0.754151155455754	1
Probe_minus_Memorize	Probe - Memorize	CP4	28	0.32	-0.727892436252799	1
Probe_minus_Memorize	Probe - Memorize	CP4	30	0.32	-0.680201755424675	1
Probe_minus_Memorize	Probe - Memorize	CP4	4	0.36	0.579128984970829	0
Probe_minus_Memorize	Probe - Memorize	CP4	6	0.36	-0.309997774660587	0
Probe_minus_Memorize	Probe - Memorize	CP4	8	0.36	-2.13741378758389	1
Probe_minus_Memorize	Probe - Memorize	CP4	10	0.36	-2.90866170938198	1
