contrast	frequency_hz	time_s	cluster_member_channel_count
Probe_minus_Memorize	18	0.44	69
Probe_minus_Memorize	20	0.44	69
Probe_minus_Memorize	22	0.44	62
Probe_minus_Memorize	24	0.44	56
Probe_minus_Memorize	26	0.44	41
Probe_minus_Memorize	28	0.44	23
Probe_minus_Memorize	30	0.44	14
Probe_minus_Memorize	4	0.48	0
Probe_minus_Memorize	6	0.48	39
Probe_minus_Memorize	8	0.48	69
Probe_minus_Memorize	10	0.48	69
Probe_minus_Memorize	12	0.48	69
Probe_minus_Memorize	14	0.48	69
Probe_minus_Memorize	16	0.48	69
Probe_minus_Memorize	18	0.48	64
Probe_minus_Memorize	20	0.48	62
Probe_minus_Memorize	22	0.48	60
Probe_minus_Memorize	24	0.48	43
Probe_minus_Memorize	26	0.48	25
Probe_minus_Memorize	28	0.48	6
Probe_minus_Memorize	30	0.48	0
Probe_minus_Memorize	4	0.52	0
Probe_minus_Memorize	6	0.52	55
Probe_minus_Memorize	8	0.52	69
Probe_minus_Memorize	10	0.52	69
Probe_minus_Memorize	12	0.52	69
Probe_minus_Memorize	14	0.52	69
Probe_minus_Memorize	16	0.52	68
Probe_minus_Memorize	18	0.52	59
Probe_minus_Memorize	20	0.52	59
Probe_minus_Memorize	22	0.52	59
Probe_minus_Memorize	24	0.52	50
Probe_minus_Memorize	26	0.52	45
Probe_minus_Memorize	28	0.52	35
Probe_minus_Memorize	30	0.52	13
Probe_minus_Memorize	4	0.56	0
Probe_minus_Memorize	6	0.56	64
Probe_minus_Memorize	8	0.56	69
Probe_minus_Memorize	10	0.56	69
Probe_minus_Memorize	12	0.56	69
Probe_minus_Memorize	14	0.56	69
Probe_minus_Memorize	16	0.56	68
Probe_minus_Memorize	18	0.56	63
Probe_minus_Memorize	20	0.56	60
Probe_minus_Memorize	22	0.56	52
Probe_minus_Memorize	24	0.56	44
Probe_minus_Memorize	26	0.56	40
Probe_minus_Memorize	28	0.56	30
Probe_minus_Memorize	30	0.56	7
Probe_minus_Memorize	4	0.6	0
Probe_minus_Memorize	6	0.6	69
Probe_minus_Memorize	8	0.6	69
Probe_minus_Memorize	10	0.6	69
Probe_minus_Memorize	12	0.6	69
Probe_minus_Memorize	14	0.6	69
Probe_minus_Memorize	16	0.6	69
Probe_minus_Memorize	18	0.6	60
Probe_minus_Memorize	20	0.6	53
Probe_minus_Memorize	22	0.6	44
Probe_minus_Memorize	24	0.6	34
Probe_minus_Memorize	26	0.6	34
Probe_minus_Memorize	28	0.6	37
Probe_minus_Memorize	30	0.6	26
Probe_minus_Memorize	4	0.64	0
Probe_minus_Memorize	6	0.64	69
Probe_minus_Memorize	8	0.64	69
Probe_minus_Memorize	10	0.64	69
Probe_minus_Memorize	12	0.64	69
Probe_minus_Memorize	14	0.64	69
Probe_minus_Memorize	16	0.64	69
Probe_minus_Memorize	18	0.64	62
Probe_minus_Memorize	20	0.64	51
Probe_minus_Memorize	22	0.64	47
Probe_minus_Memorize	24	0.64	42
Probe_minus_Memorize	26	0.64	34
Probe_minus_Memorize	28	0.64	32
Probe_minus_Memorize	30	0.64	29
Probe_minus_Memorize	4	0.68	0
Probe_minus_Memorize	6	0.68	69
Probe_minus_Memorize	8	0.68	69
Probe_minus_Memorize	10	0.68	69
Probe_minus_Memorize	12	0.68	69
Probe_minus_Memorize	14	0.68	69
Probe_minus_Memorize	16	0.68	69
Probe_minus_Memorize	18	0.68	67
Probe_minus_Memorize	20	0.68	60
Probe_minus_Memorize	22	0.68	48
Probe_minus_Memorize	24	0.68	35
Probe_minus_Memorize	26	0.68	23
Probe_minus_Memorize	28	0.68	10
Probe_minus_Memorize	30	0.68	0
Probe_minus_Memorize	4	0.72	0
Probe_minus_Memorize	6	0.72	69
Probe_minus_Memorize	8	0.72	69
Probe_minus_Memorize	10	0.72	69
Probe_minus_Memorize	12	0.72	69
Probe_minus_Memorize	14	0.72	69
Probe_minus_Memorize	16	0.72	66
Probe_minus_Memorize	18	0.72	61
Probe_minus_Memorize	20	0.72	52
Probe_minus_Memorize	22	0.72	37
Probe_minus_Memorize	24	0.72	26
Probe_minus_Memorize	26	0.72	13
Probe_minus_Memorize	28	0.72	0
Probe_minus_Memorize	30	0.72	0
Probe_minus_Memorize	4	0.76	0
Probe_minus_Memorize	6	0.76	69
Probe_minus_Memorize	8	0.76	69
Probe_minus_Memorize	10	0.76	69
Probe_minus_Memorize	12	0.76	69
Probe_minus_Memorize	14	0.76	68
Probe_minus_Memorize	16	0.76	38
Probe_minus_Memorize	18	0.76	39
Probe_minus_Memorize	20	0.76	40
Probe_minus_Memorize	22	0.76	32
Probe_minus_Memorize	24	0.76	25
Probe_minus_Memorize	26	0.76	12
Probe_minus_Memorize	28	0.76	0
Probe_minus_Memorize	30	0.76	0
Probe_minus_Memorize	4	0.8	0
Probe_minus_Memorize	6	0.8	69
Probe_minus_Memorize	8	0.8	69
Probe_minus_Memorize	10	0.8	69
Probe_minus_Memorize	12	0.8	69
Probe_minus_Memorize	14	0.8	63
Probe_minus_Memorize	16	0.8	31
Probe_minus_Memorize	18	0.8	37
Probe_minus_Memorize	20	0.8	41
Probe_minus_Memorize	22	0.8	41
Probe_minus_Memorize	24	0.8	27
Probe_minus_Memorize	26	0.8	9
Probe_minus_Memorize	28	0.8	0
Probe_minus_Memorize	30	0.8	0
Probe_minus_Memorize	4	0.84	0
Probe_minus_Memorize	6	0.84	69
Probe_minus_Memorize	8	0.84	69
Probe_minus_Memorize	10	0.84	69
Probe_minus_Memorize	12	0.84	69
Probe_minus_Memorize	14	0.84	49
Probe_minus_Memorize	16	0.84	27
Probe_minus_Memorize	18	0.84	31
Probe_minus_Memorize	20	0.84	37
Probe_minus_Memorize	22	0.84	28
Probe_minus_Memorize	24	0.84	30
Probe_minus_Memorize	26	0.84	32
Probe_minus_Memorize	28	0.84	35
Probe_minus_Memorize	30	0.84	28
Probe_minus_Memorize	4	0.88	0
Probe_minus_Memorize	6	0.88	69
Probe_minus_Memorize	8	0.88	69
Probe_minus_Memorize	10	0.88	69
Probe_minus_Memorize	12	0.88	67
Probe_minus_Memorize	14	0.88	33
Probe_minus_Memorize	16	0.88	25
Probe_minus_Memorize	18	0.88	26
Probe_minus_Memorize	20	0.88	27
Probe_minus_Memorize	22	0.88	24
Probe_minus_Memorize	24	0.88	30
Probe_minus_Memorize	26	0.88	28
Probe_minus_Memorize	28	0.88	7
Probe_minus_Memorize	30	0.88	7
Probe_minus_Memorize	4	0.92	0
Probe_minus_Memorize	6	0.92	69
Probe_minus_Memorize	8	0.92	69
Probe_minus_Memorize	10	0.92	69
Probe_minus_Memorize	12	0.92	64
Probe_minus_Memorize	14	0.92	25
Probe_minus_Memorize	16	0.92	18
Probe_minus_Memorize	18	0.92	7
Probe_minus_Memorize	20	0.92	10
Probe_minus_Memorize	22	0.92	12
Probe_minus_Memorize	24	0.92	14
Probe_minus_Memorize	26	0.92	3
Probe_minus_Memorize	28	0.92	0
Probe_minus_Memorize	30	0.92	0
Probe_minus_Memorize	4	0.96	0
Probe_minus_Memorize	6	0.96	69
Probe_minus_Memorize	8	0.96	69
Probe_minus_Memorize	10	0.96	69
Probe_minus_Memorize	12	0.96	61
Probe_minus_Memorize	14	0.96	19
Probe_minus_Memorize	16	0.96	4
Probe_minus_Memorize	18	0.96	8
Probe_minus_Memorize	20	0.96	6
Probe_minus_Memorize	22	0.96	13
Probe_minus_Memorize	24	0.96	6
Probe_minus_Memorize	26	0.96	0
Probe_minus_Memorize	28	0.96	0
Probe_minus_Memorize	30	0.96	0
Probe_minus_Memorize	4	1	0
Probe_minus_Memorize	6	1	69
Probe_minus_Memorize	8	1	69
Probe_minus_Memorize	10	1	68
Probe_minus_Memorize	12	1	56
Probe_minus_Memorize	14	1	3
Probe_minus_Memorize	16	1	0
Probe_minus_Memorize	18	1	18
Probe_minus_Memorize	20	1	30
Probe_minus_Memorize	22	1	28
Probe_minus_Memorize	24	1	20
Probe_minus_Memorize	26	1	12
Probe_minus_Memorize	28	1	0
Probe_minus_Memorize	30	1	0
Probe_minus_Memorize	4	1.04	0
Probe_minus_Memorize	6	1.04	69
Probe_minus_Memorize	8	1.04	69
Probe_minus_Memorize	10	1.04	68
Probe_minus_Memorize	12	1.04	42
Probe_minus_Memorize	14	1.04	5
Probe_minus_Memorize	16	1.04	5
Probe_minus_Memorize	18	1.04	24
Probe_minus_Memorize	20	1.04	27
Probe_minus_Memorize	22	1.04	23
Probe_minus_Memorize	24	1.04	19
Probe_minus_Memorize	26	1.04	20
Probe_minus_Memorize	28	1.04	0
Probe_minus_Memorize	30	1.04	0
Probe_minus_Memorize	4	1.08	0
Probe_minus_Memorize	6	1.08	67
Probe_minus_Memorize	8	1.08	69
Probe_minus_Memorize	10	1.08	67
Probe_minus_Memorize	12	1.08	37
Probe_minus_Memorize	14	1.08	0
Probe_minus_Memorize	16	1.08	0
Probe_minus_Memorize	18	1.08	7
Probe_minus_Memorize	20	1.08	0
Probe_minus_Memorize	22	1.08	0
Probe_minus_Memorize	24	1.08	0
Probe_minus_Memorize	26	1.08	0
Probe_minus_Memorize	28	1.08	0
Probe_minus_Memorize	30	1.08	0
Probe_minus_Memorize	4	1.12	0
Probe_minus_Memorize	6	1.12	60
Probe_minus_Memorize	8	1.12	69
Probe_minus_Memorize	10	1.12	67
Probe_minus_Memorize	12	1.12	38
Probe_minus_Memorize	14	1.12	0
Probe_minus_Memorize	16	1.12	0
Probe_minus_Memorize	18	1.12	0
Probe_minus_Memorize	20	1.12	0
Probe_minus_Memorize	22	1.12	0
Probe_minus_Memorize	24	1.12	0
Probe_minus_Memorize	26	1.12	0
Probe_minus_Memorize	28	1.12	0
Probe_minus_Memorize	30	1.12	0
Probe_minus_Memorize	4	1.16	0
Probe_minus_Memorize	6	1.16	49
Probe_minus_Memorize	8	1.16	69
Probe_minus_Memorize	10	1.16	67
Probe_minus_Memorize	12	1.16	35
Probe_minus_Memorize	14	1.16	0
Probe_minus_Memorize	16	1.16	0
Probe_minus_Memorize	18	1.16	0
Probe_minus_Memorize	20	1.16	0
Probe_minus_Memorize	22	1.16	0
Probe_minus_Memorize	24	1.16	0
Probe_minus_Memorize	26	1.16	0
Probe_minus_Memorize	28	1.16	0
Probe_minus_Memorize	30	1.16	0
Probe_minus_Memorize	4	1.2	0
Probe_minus_Memorize	6	1.2	39
Probe_minus_Memorize	8	1.2	69
Probe_minus_Memorize	10	1.2	67
Probe_minus_Memorize	12	1.2	28
Probe_minus_Memorize	14	1.2	0
Probe_minus_Memorize	16	1.2	0
Probe_minus_Memorize	18	1.2	0
Probe_minus_Memorize	20	1.2	0
Probe_minus_Memorize	22	1.2	0
Probe_minus_Memorize	24	1.2	0
Probe_minus_Memorize	26	1.2	0
Probe_minus_Memorize	28	1.2	0
Probe_minus_Memorize	30	1.2	0
Probe_minus_Memorize	4	1.24	0
Probe_minus_Memorize	6	1.24	34
Probe_minus_Memorize	8	1.24	69
Probe_minus_Memorize	10	1.24	67
Probe_minus_Memorize	12	1.24	27
Probe_minus_Memorize	14	1.24	0
Probe_minus_Memorize	16	1.24	0
Probe_minus_Memorize	18	1.24	0
Probe_minus_Memorize	20	1.24	0
Probe_minus_Memorize	22	1.24	0
Probe_minus_Memorize	24	1.24	0
Probe_minus_Memorize	26	1.24	0
Probe_minus_Memorize	28	1.24	0
Probe_minus_Memorize	30	1.24	0
Probe_minus_Memorize	4	1.28	0
Probe_minus_Memorize	6	1.28	21
Probe_minus_Memorize	8	1.28	69
Probe_minus_Memorize	10	1.28	67
Probe_minus_Memorize	12	1.28	20
Probe_minus_Memorize	14	1.28	0
Probe_minus_Memorize	16	1.28	0
Probe_minus_Memorize	18	1.28	0
Probe_minus_Memorize	20	1.28	0
Probe_minus_Memorize	22	1.28	0
Probe_minus_Memorize	24	1.28	0
Probe_minus_Memorize	26	1.28	0
Probe_minus_Memorize	28	1.28	0
Probe_minus_Memorize	30	1.28	0
Probe_minus_Memorize	4	1.32	0
Probe_minus_Memorize	6	1.32	13
Probe_minus_Memorize	8	1.32	69
Probe_minus_Memorize	10	1.32	63
Probe_minus_Memorize	12	1.32	19
Probe_minus_Memorize	14	1.32	0
Probe_minus_Memorize	16	1.32	0
Probe_minus_Memorize	18	1.32	0
Probe_minus_Memorize	20	1.32	0
Probe_minus_Memorize	22	1.32	0
Probe_minus_Memorize	24	1.32	0
Probe_minus_Memorize	26	1.32	0
Probe_minus_Memorize	28	1.32	0
Probe_minus_Memorize	30	1.32	0
Probe_minus_Memorize	4	1.36	0
Probe_minus_Memorize	6	1.36	12
Probe_minus_Memorize	8	1.36	69
Probe_minus_Memorize	10	1.36	58
Probe_minus_Memorize	12	1.36	21
Probe_minus_Memorize	14	1.36	0
Probe_minus_Memorize	16	1.36	0
Probe_minus_Memorize	18	1.36	0
Probe_minus_Memorize	20	1.36	0
Probe_minus_Memorize	22	1.36	0
Probe_minus_Memorize	24	1.36	0
Probe_minus_Memorize	26	1.36	0
Probe_minus_Memorize	28	1.36	0
Probe_minus_Memorize	30	1.36	0
Probe_minus_Memorize	4	1.4	0
Probe_minus_Memorize	6	1.4	10
Probe_minus_Memorize	8	1.4	69
Probe_minus_Memorize	10	1.4	54
Probe_minus_Memorize	12	1.4	19
Probe_minus_Memorize	14	1.4	0
Probe_minus_Memorize	16	1.4	0
Probe_minus_Memorize	18	1.4	0
Probe_minus_Memorize	20	1.4	0
Probe_minus_Memorize	22	1.4	0
Probe_minus_Memorize	24	1.4	0
Probe_minus_Memorize	26	1.4	0
Probe_minus_Memorize	28	1.4	0
Probe_minus_Memorize	30	1.4	0
Probe_minus_Ignore	4	0	0
Probe_minus_Ignore	6	0	0
Probe_minus_Ignore	8	0	16
Probe_minus_Ignore	10	0	19
Probe_minus_Ignore	12	0	0
Probe_minus_Ignore	14	0	0
Probe_minus_Ignore	16	0	0
Probe_minus_Ignore	18	0	0
Probe_minus_Ignore	20	0	0
Probe_minus_Ignore	22	0	0
Probe_minus_Ignore	24	0	0
Probe_minus_Ignore	26	0	0
Probe_minus_Ignore	28	0	0
Probe_minus_Ignore	30	0	0
Probe_minus_Ignore	4	0.04	0
Probe_minus_Ignore	6	0.04	0
Probe_minus_Ignore	8	0.04	19
Probe_minus_Ignore	10	0.04	25
Probe_minus_Ignore	12	0.04	6
Probe_minus_Ignore	14	0.04	0
Probe_minus_Ignore	16	0.04	0
Probe_minus_Ignore	18	0.04	6
Probe_minus_Ignore	20	0.04	8
Probe_minus_Ignore	22	0.04	15
Probe_minus_Ignore	24	0.04	6
Probe_minus_Ignore	26	0.04	0
Probe_minus_Ignore	28	0.04	0
Probe_minus_Ignore	30	0.04	0
Probe_minus_Ignore	4	0.0800000000000001	0
Probe_minus_Ignore	6	0.0800000000000001	0
Probe_minus_Ignore	8	0.0800000000000001	34
Probe_minus_Ignore	10	0.0800000000000001	43
Probe_minus_Ignore	12	0.0800000000000001	22
Probe_minus_Ignore	14	0.0800000000000001	5
Probe_minus_Ignore	16	0.0800000000000001	0
Probe_minus_Ignore	18	0.0800000000000001	5
Probe_minus_Ignore	20	0.0800000000000001	16
Probe_minus_Ignore	22	0.0800000000000001	17
Probe_minus_Ignore	24	0.0800000000000001	14
Probe_minus_Ignore	26	0.0800000000000001	3
Probe_minus_Ignore	28	0.0800000000000001	0
Probe_minus_Ignore	30	0.0800000000000001	0
Probe_minus_Ignore	4	0.12	0
Probe_minus_Ignore	6	0.12	0
Probe_minus_Ignore	8	0.12	48
Probe_minus_Ignore	10	0.12	61
Probe_minus_Ignore	12	0.12	42
Probe_minus_Ignore	14	0.12	11
Probe_minus_Ignore	16	0.12	0
Probe_minus_Ignore	18	0.12	7
Probe_minus_Ignore	20	0.12	10
Probe_minus_Ignore	22	0.12	9
Probe_minus_Ignore	24	0.12	8
Probe_minus_Ignore	26	0.12	0
Probe_minus_Ignore	28	0.12	0
Probe_minus_Ignore	30	0.12	0
Probe_minus_Ignore	4	0.16	0
Probe_minus_Ignore	6	0.16	0
Probe_minus_Ignore	8	0.16	63
Probe_minus_Ignore	10	0.16	68
Probe_minus_Ignore	12	0.16	51
Probe_minus_Ignore	14	0.16	32
Probe_minus_Ignore	16	0.16	14
Probe_minus_Ignore	18	0.16	15
Probe_minus_Ignore	20	0.16	17
Probe_minus_Ignore	22	0.16	16
Probe_minus_Ignore	24	0.16	11
Probe_minus_Ignore	26	0.16	0
Probe_minus_Ignore	28	0.16	0
Probe_minus_Ignore	30	0.16	0
Probe_minus_Ignore	4	0.2	0
Probe_minus_Ignore	6	0.2	0
Probe_minus_Ignore	8	0.2	67
Probe_minus_Ignore	10	0.2	69
Probe_minus_Ignore	12	0.2	60
Probe_minus_Ignore	14	0.2	40
Probe_minus_Ignore	16	0.2	25
Probe_minus_Ignore	18	0.2	27
Probe_minus_Ignore	20	0.2	32
Probe_minus_Ignore	22	0.2	41
Probe_minus_Ignore	24	0.2	42
Probe_minus_Ignore	26	0.2	47
Probe_minus_Ignore	28	0.2	41
Probe_minus_Ignore	30	0.2	13
Probe_minus_Ignore	4	0.24	0
Probe_minus_Ignore	6	0.24	0
Probe_minus_Ignore	8	0.24	68
Probe_minus_Ignore	10	0.24	69
Probe_minus_Ignore	12	0.24	67
Probe_minus_Ignore	14	0.24	47
Probe_minus_Ignore	16	0.24	37
Probe_minus_Ignore	18	0.24	43
Probe_minus_Ignore	20	0.24	42
Probe_minus_Ignore	22	0.24	38
Probe_minus_Ignore	24	0.24	37
Probe_minus_Ignore	26	0.24	47
Probe_minus_Ignore	28	0.24	42
Probe_minus_Ignore	30	0.24	42
Probe_minus_Ignore	4	0.28	0
Probe_minus_Ignore	6	0.28	0
Probe_minus_Ignore	8	0.28	69
Probe_minus_Ignore	10	0.28	69
Probe_minus_Ignore	12	0.28	69
Probe_minus_Ignore	14	0.28	50
Probe_minus_Ignore	16	0.28	50
Probe_minus_Ignore	18	0.28	51
Probe_minus_Ignore	20	0.28	42
Probe_minus_Ignore	22	0.28	32
Probe_minus_Ignore	24	0.28	21
Probe_minus_Ignore	26	0.28	12
Probe_minus_Ignore	28	0.28	0
Probe_minus_Ignore	30	0.28	0
Probe_minus_Ignore	4	0.32	0
Probe_minus_Ignore	6	0.32	3
Probe_minus_Ignore	8	0.32	69
Probe_minus_Ignore	10	0.32	69
Probe_minus_Ignore	12	0.32	69
Probe_minus_Ignore	14	0.32	64
Probe_minus_Ignore	16	0.32	60
Probe_minus_Ignore	18	0.32	65
Probe_minus_Ignore	20	0.32	57
Probe_minus_Ignore	22	0.32	47
Probe_minus_Ignore	24	0.32	41
Probe_minus_Ignore	26	0.32	33
Probe_minus_Ignore	28	0.32	28
Probe_minus_Ignore	30	0.32	6
Probe_minus_Ignore	4	0.36	0
Probe_minus_Ignore	6	0.36	20
Probe_minus_Ignore	8	0.36	69
Probe_minus_Ignore	10	0.36	69
Probe_minus_Ignore	12	0.36	69
Probe_minus_Ignore	14	0.36	69
Probe_minus_Ignore	16	0.36	69
Probe_minus_Ignore	18	0.36	69
Probe_minus_Ignore	20	0.36	66
Probe_minus_Ignore	22	0.36	61
Probe_minus_Ignore	24	0.36	54
Probe_minus_Ignore	26	0.36	47
Probe_minus_Ignore	28	0.36	45
Probe_minus_Ignore	30	0.36	50
Probe_minus_Ignore	4	0.4	0
Probe_minus_Ignore	6	0.4	47
Probe_minus_Ignore	8	0.4	69
Probe_minus_Ignore	10	0.4	69
Probe_minus_Ignore	12	0.4	69
Probe_minus_Ignore	14	0.4	69
Probe_minus_Ignore	16	0.4	69
Probe_minus_Ignore	18	0.4	69
Probe_minus_Ignore	20	0.4	67
Probe_minus_Ignore	22	0.4	60
Probe_minus_Ignore	24	0.4	55
Probe_minus_Ignore	26	0.4	50
Probe_minus_Ignore	28	0.4	44
Probe_minus_Ignore	30	0.4	38
Probe_minus_Ignore	4	0.44	0
Probe_minus_Ignore	6	0.44	58
Probe_minus_Ignore	8	0.44	69
Probe_minus_Ignore	10	0.44	69
Probe_minus_Ignore	12	0.44	69
Probe_minus_Ignore	14	0.44	69
Probe_minus_Ignore	16	0.44	69
Probe_minus_Ignore	18	0.44	67
Probe_minus_Ignore	20	0.44	68
Probe_minus_Ignore	22	0.44	60
Probe_minus_Ignore	24	0.44	57
Probe_minus_Ignore	26	0.44	51
Probe_minus_Ignore	28	0.44	36
Probe_minus_Ignore	30	0.44	27
Probe_minus_Ignore	4	0.48	0
Probe_minus_Ignore	6	0.48	69
Probe_minus_Ignore	8	0.48	69
Probe_minus_Ignore	10	0.48	69
Probe_minus_Ignore	12	0.48	69
Probe_minus_Ignore	14	0.48	69
Probe_minus_Ignore	16	0.48	69
Probe_minus_Ignore	18	0.48	67
Probe_minus_Ignore	20	0.48	63
Probe_minus_Ignore	22	0.48	59
Probe_minus_Ignore	24	0.48	47
Probe_minus_Ignore	26	0.48	25
Probe_minus_Ignore	28	0.48	0
Probe_minus_Ignore	30	0.48	0
Probe_minus_Ignore	4	0.52	0
Probe_minus_Ignore	6	0.52	69
Probe_minus_Ignore	8	0.52	69
Probe_minus_Ignore	10	0.52	69
Probe_minus_Ignore	12	0.52	69
Probe_minus_Ignore	14	0.52	69
Probe_minus_Ignore	16	0.52	69
Probe_minus_Ignore	18	0.52	68
Probe_minus_Ignore	20	0.52	62
Probe_minus_Ignore	22	0.52	61
Probe_minus_Ignore	24	0.52	59
Probe_minus_Ignore	26	0.52	48
Probe_minus_Ignore	28	0.52	39
Probe_minus_Ignore	30	0.52	16
Probe_minus_Ignore	4	0.56	0
Probe_minus_Ignore	6	0.56	69
Probe_minus_Ignore	8	0.56	69
Probe_minus_Ignore	10	0.56	69
Probe_minus_Ignore	12	0.56	69
Probe_minus_Ignore	14	0.56	69
Probe_minus_Ignore	16	0.56	69
Probe_minus_Ignore	18	0.56	68
Probe_minus_Ignore	20	0.56	62
Probe_minus_Ignore	22	0.56	59
Probe_minus_Ignore	24	0.56	52
Probe_minus_Ignore	26	0.56	48
Probe_minus_Ignore	28	0.56	40
Probe_minus_Ignore	30	0.56	34
Probe_minus_Ignore	4	0.6	0
Probe_minus_Ignore	6	0.6	69
Probe_minus_Ignore	8	0.6	69
Probe_minus_Ignore	10	0.6	69
Probe_minus_Ignore	12	0.6	69
Probe_minus_Ignore	14	0.6	69
Probe_minus_Ignore	16	0.6	69
Probe_minus_Ignore	18	0.6	62
Probe_minus_Ignore	20	0.6	60
Probe_minus_Ignore	22	0.6	55
Probe_minus_Ignore	24	0.6	46
Probe_minus_Ignore	26	0.6	43
Probe_minus_Ignore	28	0.6	32
Probe_minus_Ignore	30	0.6	24
Probe_minus_Ignore	4	0.64	0
Probe_minus_Ignore	6	0.64	69
Probe_minus_Ignore	8	0.64	69
Probe_minus_Ignore	10	0.64	69
Probe_minus_Ignore	12	0.64	69
Probe_minus_Ignore	14	0.64	69
Probe_minus_Ignore	16	0.64	69
Probe_minus_Ignore	18	0.64	66
Probe_minus_Ignore	20	0.64	58
Probe_minus_Ignore	22	0.64	49
Probe_minus_Ignore	24	0.64	44
Probe_minus_Ignore	26	0.64	34
Probe_minus_Ignore	28	0.64	31
Probe_minus_Ignore	30	0.64	27
Probe_minus_Ignore	4	0.68	0
Probe_minus_Ignore	6	0.68	69
Probe_minus_Ignore	8	0.68	69
Probe_minus_Ignore	10	0.68	69
Probe_minus_Ignore	12	0.68	69
Probe_minus_Ignore	14	0.68	69
Probe_minus_Ignore	16	0.68	69
Probe_minus_Ignore	18	0.68	69
Probe_minus_Ignore	20	0.68	66
Probe_minus_Ignore	22	0.68	50
Probe_minus_Ignore	24	0.68	32
Probe_minus_Ignore	26	0.68	23
Probe_minus_Ignore	28	0.68	13
Probe_minus_Ignore	30	0.68	4
Probe_minus_Ignore	4	0.72	0
Probe_minus_Ignore	6	0.72	69
Probe_minus_Ignore	8	0.72	69
Probe_minus_Ignore	10	0.72	69
Probe_minus_Ignore	12	0.72	69
Probe_minus_Ignore	14	0.72	69
Probe_minus_Ignore	16	0.72	69
Probe_minus_Ignore	18	0.72	67
Probe_minus_Ignore	20	0.72	64
Probe_minus_Ignore	22	0.72	52
Probe_minus_Ignore	24	0.72	39
Probe_minus_Ignore	26	0.72	8
Probe_minus_Ignore	28	0.72	0
Probe_minus_Ignore	30	0.72	0
Probe_minus_Ignore	4	0.76	0
Probe_minus_Ignore	6	0.76	69
Probe_minus_Ignore	8	0.76	69
Probe_minus_Ignore	10	0.76	69
Probe_minus_Ignore	12	0.76	69
Probe_minus_Ignore	14	0.76	68
Probe_minus_Ignore	16	0.76	58
Probe_minus_Ignore	18	0.76	57
Probe_minus_Ignore	20	0.76	57
Probe_minus_Ignore	22	0.76	54
Probe_minus_Ignore	24	0.76	52
Probe_minus_Ignore	26	0.76	41
Probe_minus_Ignore	28	0.76	19
Probe_minus_Ignore	30	0.76	4
Probe_minus_Ignore	4	0.8	0
Probe_minus_Ignore	6	0.8	69
Probe_minus_Ignore	8	0.8	69
Probe_minus_Ignore	10	0.8	69
Probe_minus_Ignore	12	0.8	69
Probe_minus_Ignore	14	0.8	65
Probe_minus_Ignore	16	0.8	37
Probe_minus_Ignore	18	0.8	42
Probe_minus_Ignore	20	0.8	52
Probe_minus_Ignore	22	0.8	48
Probe_minus_Ignore	24	0.8	30
Probe_minus_Ignore	26	0.8	7
Probe_minus_Ignore	28	0.8	0
Probe_minus_Ignore	30	0.8	0
Probe_minus_Ignore	4	0.84	0
Probe_minus_Ignore	6	0.84	69
Probe_minus_Ignore	8	0.84	69
Probe_minus_Ignore	10	0.84	69
Probe_minus_Ignore	12	0.84	69
Probe_minus_Ignore	14	0.84	54
Probe_minus_Ignore	16	0.84	30
Probe_minus_Ignore	18	0.84	36
Probe_minus_Ignore	20	0.84	40
Probe_minus_Ignore	22	0.84	43
Probe_minus_Ignore	24	0.84	35
Probe_minus_Ignore	26	0.84	21
Probe_minus_Ignore	28	0.84	15
Probe_minus_Ignore	30	0.84	15
Probe_minus_Ignore	4	0.88	0
Probe_minus_Ignore	6	0.88	69
Probe_minus_Ignore	8	0.88	69
Probe_minus_Ignore	10	0.88	69
Probe_minus_Ignore	12	0.88	69
Probe_minus_Ignore	14	0.88	45
Probe_minus_Ignore	16	0.88	29
Probe_minus_Ignore	18	0.88	26
Probe_minus_Ignore	20	0.88	40
Probe_minus_Ignore	22	0.88	45
Probe_minus_Ignore	24	0.88	41
Probe_minus_Ignore	26	0.88	24
Probe_minus_Ignore	28	0.88	9
Probe_minus_Ignore	30	0.88	9
Probe_minus_Ignore	4	0.92	0
Probe_minus_Ignore	6	0.92	69
Probe_minus_Ignore	8	0.92	69
Probe_minus_Ignore	10	0.92	69
Probe_minus_Ignore	12	0.92	67
Probe_minus_Ignore	14	0.92	26
Probe_minus_Ignore	16	0.92	15
Probe_minus_Ignore	18	0.92	12
Probe_minus_Ignore	20	0.92	22
Probe_minus_Ignore	22	0.92	24
Probe_minus_Ignore	24	0.92	14
Probe_minus_Ignore	26	0.92	0
Probe_minus_Ignore	28	0.92	0
Probe_minus_Ignore	30	0.92	0
Probe_minus_Ignore	4	0.96	0
Probe_minus_Ignore	6	0.96	69
Probe_minus_Ignore	8	0.96	69
Probe_minus_Ignore	10	0.96	69
Probe_minus_Ignore	12	0.96	66
Probe_minus_Ignore	14	0.96	22
Probe_minus_Ignore	16	0.96	0
Probe_minus_Ignore	18	0.96	12
Probe_minus_Ignore	20	0.96	4
Probe_minus_Ignore	22	0.96	0
Probe_minus_Ignore	24	0.96	0
Probe_minus_Ignore	26	0.96	0
Probe_minus_Ignore	28	0.96	0
Probe_minus_Ignore	30	0.96	0
Probe_minus_Ignore	4	1	0
Probe_minus_Ignore	6	1	69
Probe_minus_Ignore	8	1	69
Probe_minus_Ignore	10	1	69
Probe_minus_Ignore	12	1	66
