contrast	frequency_hz	time_s	cluster_member_channel_count
Probe_minus_Ignore	14	1	14
Probe_minus_Ignore	16	1	10
Probe_minus_Ignore	18	1	21
Probe_minus_Ignore	20	1	27
Probe_minus_Ignore	22	1	22
Probe_minus_Ignore	24	1	15
Probe_minus_Ignore	26	1	14
Probe_minus_Ignore	28	1	12
Probe_minus_Ignore	30	1	0
Probe_minus_Ignore	4	1.04	0
Probe_minus_Ignore	6	1.04	67
Probe_minus_Ignore	8	1.04	69
Probe_minus_Ignore	10	1.04	69
Probe_minus_Ignore	12	1.04	61
Probe_minus_Ignore	14	1.04	19
Probe_minus_Ignore	16	1.04	18
Probe_minus_Ignore	18	1.04	26
Probe_minus_Ignore	20	1.04	26
Probe_minus_Ignore	22	1.04	17
Probe_minus_Ignore	24	1.04	26
Probe_minus_Ignore	26	1.04	31
Probe_minus_Ignore	28	1.04	9
Probe_minus_Ignore	30	1.04	0
Probe_minus_Ignore	4	1.08	0
Probe_minus_Ignore	6	1.08	65
Probe_minus_Ignore	8	1.08	69
Probe_minus_Ignore	10	1.08	69
Probe_minus_Ignore	12	1.08	54
Probe_minus_Ignore	14	1.08	8
Probe_minus_Ignore	16	1.08	8
Probe_minus_Ignore	18	1.08	6
Probe_minus_Ignore	20	1.08	0
Probe_minus_Ignore	22	1.08	0
Probe_minus_Ignore	24	1.08	0
Probe_minus_Ignore	26	1.08	0
Probe_minus_Ignore	28	1.08	0
Probe_minus_Ignore	30	1.08	0
Probe_minus_Ignore	4	1.12	0
Probe_minus_Ignore	6	1.12	56
Probe_minus_Ignore	8	1.12	69
Probe_minus_Ignore	10	1.12	69
Probe_minus_Ignore	12	1.12	47
Probe_minus_Ignore	14	1.12	3
Probe_minus_Ignore	16	1.12	0
Probe_minus_Ignore	18	1.12	10
Probe_minus_Ignore	20	1.12	8
Probe_minus_Ignore	22	1.12	0
Probe_minus_Ignore	24	1.12	0
Probe_minus_Ignore	26	1.12	0
Probe_minus_Ignore	28	1.12	0
Probe_minus_Ignore	30	1.12	0
Probe_minus_Ignore	4	1.16	0
Probe_minus_Ignore	6	1.16	48
Probe_minus_Ignore	8	1.16	69
Probe_minus_Ignore	10	1.16	69
Probe_minus_Ignore	12	1.16	42
Probe_minus_Ignore	14	1.16	4
Probe_minus_Ignore	16	1.16	0
Probe_minus_Ignore	18	1.16	15
Probe_minus_Ignore	20	1.16	10
Probe_minus_Ignore	22	1.16	0
Probe_minus_Ignore	24	1.16	0
Probe_minus_Ignore	26	1.16	0
Probe_minus_Ignore	28	1.16	0
Probe_minus_Ignore	30	1.16	0
Probe_minus_Ignore	4	1.2	0
Probe_minus_Ignore	6	1.2	37
Probe_minus_Ignore	8	1.2	69
Probe_minus_Ignore	10	1.2	68
Probe_minus_Ignore	12	1.2	36
Probe_minus_Ignore	14	1.2	6
Probe_minus_Ignore	16	1.2	5
Probe_minus_Ignore	18	1.2	9
Probe_minus_Ignore	20	1.2	4
Probe_minus_Ignore	22	1.2	0
Probe_minus_Ignore	24	1.2	0
Probe_minus_Ignore	26	1.2	0
Probe_minus_Ignore	28	1.2	0
Probe_minus_Ignore	30	1.2	0
Probe_minus_Ignore	4	1.24	0
Probe_minus_Ignore	6	1.24	33
Probe_minus_Ignore	8	1.24	69
Probe_minus_Ignore	10	1.24	68
Probe_minus_Ignore	12	1.24	36
Probe_minus_Ignore	14	1.24	6
Probe_minus_Ignore	16	1.24	6
Probe_minus_Ignore	18	1.24	5
Probe_minus_Ignore	20	1.24	0
Probe_minus_Ignore	22	1.24	0
Probe_minus_Ignore	24	1.24	0
Probe_minus_Ignore	26	1.24	0
Probe_minus_Ignore	28	1.24	0
Probe_minus_Ignore	30	1.24	0
Probe_minus_Ignore	4	1.28	0
Probe_minus_Ignore	6	1.28	30
Probe_minus_Ignore	8	1.28	69
Probe_minus_Ignore	10	1.28	69
Probe_minus_Ignore	12	1.28	31
Probe_minus_Ignore	14	1.28	6
Probe_minus_Ignore	16	1.28	6
Probe_minus_Ignore	18	1.28	0
Probe_minus_Ignore	20	1.28	0
Probe_minus_Ignore	22	1.28	0
Probe_minus_Ignore	24	1.28	0
Probe_minus_Ignore	26	1.28	0
Probe_minus_Ignore	28	1.28	0
Probe_minus_Ignore	30	1.28	0
Probe_minus_Ignore	4	1.32	0
Probe_minus_Ignore	6	1.32	29
Probe_minus_Ignore	8	1.32	69
Probe_minus_Ignore	10	1.32	69
Probe_minus_Ignore	12	1.32	32
Probe_minus_Ignore	14	1.32	8
Probe_minus_Ignore	16	1.32	0
Probe_minus_Ignore	18	1.32	0
Probe_minus_Ignore	20	1.32	0
Probe_minus_Ignore	22	1.32	0
Probe_minus_Ignore	24	1.32	0
Probe_minus_Ignore	26	1.32	0
Probe_minus_Ignore	28	1.32	0
Probe_minus_Ignore	30	1.32	0
Probe_minus_Ignore	4	1.36	0
Probe_minus_Ignore	6	1.36	26
Probe_minus_Ignore	8	1.36	69
Probe_minus_Ignore	10	1.36	68
Probe_minus_Ignore	12	1.36	26
Probe_minus_Ignore	14	1.36	6
Probe_minus_Ignore	16	1.36	0
Probe_minus_Ignore	18	1.36	0
Probe_minus_Ignore	20	1.36	0
Probe_minus_Ignore	22	1.36	0
Probe_minus_Ignore	24	1.36	0
Probe_minus_Ignore	26	1.36	0
Probe_minus_Ignore	28	1.36	0
Probe_minus_Ignore	30	1.36	0
Probe_minus_Ignore	4	1.4	0
Probe_minus_Ignore	6	1.4	24
Probe_minus_Ignore	8	1.4	69
Probe_minus_Ignore	10	1.4	64
Probe_minus_Ignore	12	1.4	24
Probe_minus_Ignore	14	1.4	0
Probe_minus_Ignore	16	1.4	0
Probe_minus_Ignore	18	1.4	0
Probe_minus_Ignore	20	1.4	0
Probe_minus_Ignore	22	1.4	0
Probe_minus_Ignore	24	1.4	0
Probe_minus_Ignore	26	1.4	0
Probe_minus_Ignore	28	1.4	0
Probe_minus_Ignore	30	1.4	0
