contrast	frequency_hz	time_s	sensor_average_difference_db
Memorize_minus_Ignore	26	1.36	-0.126232839462744
Memorize_minus_Ignore	28	1.36	-0.0788248307540629
Memorize_minus_Ignore	30	1.36	-0.0545948454548638
Memorize_minus_Ignore	4	1.4	-0.183402192323534
Memorize_minus_Ignore	6	1.4	-0.307424937546463
Memorize_minus_Ignore	8	1.4	-0.45510030048012
Memorize_minus_Ignore	10	1.4	-0.496025925044534
Memorize_minus_Ignore	12	1.4	-0.368722977600794
Memorize_minus_Ignore	14	1.4	-0.1838333963567
Memorize_minus_Ignore	16	1.4	-0.113747632954924
Memorize_minus_Ignore	18	1.4	-0.103059029167255
Memorize_minus_Ignore	20	1.4	-0.124758071335289
Memorize_minus_Ignore	22	1.4	-0.092509303595205
Memorize_minus_Ignore	24	1.4	-0.0394353687477464
Memorize_minus_Ignore	26	1.4	0.00977091797716215
Memorize_minus_Ignore	28	1.4	0.0699065073715536
Memorize_minus_Ignore	30	1.4	0.0561442476322972
Probe_minus_Memorize	4	0	0.234534735391767
Probe_minus_Memorize	6	0	0.0574004643859535
Probe_minus_Memorize	8	0	-0.262010069616352
Probe_minus_Memorize	10	0	-0.27720651450304
Probe_minus_Memorize	12	0	-0.0827017751234374
Probe_minus_Memorize	14	0	0.0791102876090053
Probe_minus_Memorize	16	0	0.0763805521215188
Probe_minus_Memorize	18	0	-0.0692079563568961
Probe_minus_Memorize	20	0	-0.178971822876847
Probe_minus_Memorize	22	0	-0.253564533005326
Probe_minus_Memorize	24	0	-0.282716678766562
Probe_minus_Memorize	26	0	-0.276473555962994
Probe_minus_Memorize	28	0	-0.217234902329456
Probe_minus_Memorize	30	0	-0.213663939992693
Probe_minus_Memorize	4	0.04	0.244545426020972
Probe_minus_Memorize	6	0.04	0.0654732048874277
Probe_minus_Memorize	8	0.04	-0.381224433499508
Probe_minus_Memorize	10	0.04	-0.453581611667835
Probe_minus_Memorize	12	0.04	-0.232521064429944
Probe_minus_Memorize	14	0.04	-0.0297150937613222
Probe_minus_Memorize	16	0.04	-0.0312746738313636
Probe_minus_Memorize	18	0.04	-0.192281313697559
Probe_minus_Memorize	20	0.04	-0.291843927176937
Probe_minus_Memorize	22	0.04	-0.305431240582288
Probe_minus_Memorize	24	0.04	-0.245390183709468
Probe_minus_Memorize	26	0.04	-0.174190705123751
Probe_minus_Memorize	28	0.04	-0.0752498132806372
Probe_minus_Memorize	30	0.04	-0.00261262690647236
Probe_minus_Memorize	4	0.0800000000000001	0.256211011804661
Probe_minus_Memorize	6	0.0800000000000001	0.0474078118659134
Probe_minus_Memorize	8	0.0800000000000001	-0.530545638637514
Probe_minus_Memorize	10	0.0800000000000001	-0.70674601643469
Probe_minus_Memorize	12	0.0800000000000001	-0.451851357844027
Probe_minus_Memorize	14	0.0800000000000001	-0.124344528977226
Probe_minus_Memorize	16	0.0800000000000001	-0.0779161214510937
Probe_minus_Memorize	18	0.0800000000000001	-0.208081360757858
Probe_minus_Memorize	20	0.0800000000000001	-0.276410417319887
Probe_minus_Memorize	22	0.0800000000000001	-0.302861092209041
Probe_minus_Memorize	24	0.0800000000000001	-0.30595109881785
Probe_minus_Memorize	26	0.0800000000000001	-0.245468622873968
Probe_minus_Memorize	28	0.0800000000000001	-0.145357707372079
Probe_minus_Memorize	30	0.0800000000000001	-0.047905010292606
Probe_minus_Memorize	4	0.12	0.274539259180555
Probe_minus_Memorize	6	0.12	0.0272383912123969
Probe_minus_Memorize	8	0.12	-0.712134681002907
Probe_minus_Memorize	10	0.12	-0.996686132335443
Probe_minus_Memorize	12	0.12	-0.712646383223356
Probe_minus_Memorize	14	0.12	-0.312892449797821
Probe_minus_Memorize	16	0.12	-0.132318485786754
Probe_minus_Memorize	18	0.12	-0.211709800722579
Probe_minus_Memorize	20	0.12	-0.242145689043404
Probe_minus_Memorize	22	0.12	-0.247219287771458
Probe_minus_Memorize	24	0.12	-0.247712219474426
Probe_minus_Memorize	26	0.12	-0.224642420619575
Probe_minus_Memorize	28	0.12	-0.150413443674172
Probe_minus_Memorize	30	0.12	-0.112516768228834
Probe_minus_Memorize	4	0.16	0.301967800260026
Probe_minus_Memorize	6	0.16	0.0212263788926958
Probe_minus_Memorize	8	0.16	-0.893053788537317
Probe_minus_Memorize	10	0.16	-1.25743828129209
Probe_minus_Memorize	12	0.16	-0.961501346165717
Probe_minus_Memorize	14	0.16	-0.542324350733588
Probe_minus_Memorize	16	0.16	-0.302122219809079
Probe_minus_Memorize	18	0.16	-0.352732395108089
Probe_minus_Memorize	20	0.16	-0.365918228644649
Probe_minus_Memorize	22	0.16	-0.32978231770318
Probe_minus_Memorize	24	0.16	-0.251438745553359
Probe_minus_Memorize	26	0.16	-0.176934738550673
Probe_minus_Memorize	28	0.16	-0.119342811635375
Probe_minus_Memorize	30	0.16	-0.0254876122174992
Probe_minus_Memorize	4	0.2	0.338457077445718
Probe_minus_Memorize	6	0.2	0.0294727308840731
Probe_minus_Memorize	8	0.2	-1.04486260991263
Probe_minus_Memorize	10	0.2	-1.47170777537738
Probe_minus_Memorize	12	0.2	-1.18445784261731
Probe_minus_Memorize	14	0.2	-0.742867778199948
Probe_minus_Memorize	16	0.2	-0.47685897234493
Probe_minus_Memorize	18	0.2	-0.545260780983356
Probe_minus_Memorize	20	0.2	-0.597194610369405
Probe_minus_Memorize	22	0.2	-0.583331544595269
Probe_minus_Memorize	24	0.2	-0.550183803670038
Probe_minus_Memorize	26	0.2	-0.507013140743373
Probe_minus_Memorize	28	0.2	-0.455267471811829
Probe_minus_Memorize	30	0.2	-0.36368989023166
Probe_minus_Memorize	4	0.24	0.38549757288554
Probe_minus_Memorize	6	0.24	0.0328453206265768
Probe_minus_Memorize	8	0.24	-1.15616706684398
Probe_minus_Memorize	10	0.24	-1.6784960042245
Probe_minus_Memorize	12	0.24	-1.38353493770661
Probe_minus_Memorize	14	0.24	-0.886898748196734
Probe_minus_Memorize	16	0.24	-0.578654389584322
Probe_minus_Memorize	18	0.24	-0.575681457026
Probe_minus_Memorize	20	0.24	-0.601669035334511
Probe_minus_Memorize	22	0.24	-0.590630397104755
Probe_minus_Memorize	24	0.24	-0.575016065985254
Probe_minus_Memorize	26	0.24	-0.565837555350149
Probe_minus_Memorize	28	0.24	-0.541893337897444
Probe_minus_Memorize	30	0.24	-0.505323735991241
Probe_minus_Memorize	4	0.28	0.446363403483418
Probe_minus_Memorize	6	0.28	0.00807340568530611
Probe_minus_Memorize	8	0.28	-1.27668519312069
Probe_minus_Memorize	10	0.28	-1.92133402992068
Probe_minus_Memorize	12	0.28	-1.5647150883932
Probe_minus_Memorize	14	0.28	-1.01704048120571
Probe_minus_Memorize	16	0.28	-0.667027144186815
Probe_minus_Memorize	18	0.28	-0.643861260593463
Probe_minus_Memorize	20	0.28	-0.606542432437513
Probe_minus_Memorize	22	0.28	-0.552180996206275
Probe_minus_Memorize	24	0.28	-0.513527836592727
Probe_minus_Memorize	26	0.28	-0.506399299151989
Probe_minus_Memorize	28	0.28	-0.47239549154922
Probe_minus_Memorize	30	0.28	-0.43355200853803
Probe_minus_Memorize	4	0.32	0.521404326066023
Probe_minus_Memorize	6	0.32	-0.0642846371776579
Probe_minus_Memorize	8	0.32	-1.48967293780863
Probe_minus_Memorize	10	0.32	-2.23701134955922
Probe_minus_Memorize	12	0.32	-1.81326308528901
Probe_minus_Memorize	14	0.32	-1.19268463279103
Probe_minus_Memorize	16	0.32	-0.886328288297265
Probe_minus_Memorize	18	0.32	-0.887563230189686
Probe_minus_Memorize	20	0.32	-0.741195961460263
Probe_minus_Memorize	22	0.32	-0.604770128502679
Probe_minus_Memorize	24	0.32	-0.5216121625733
Probe_minus_Memorize	26	0.32	-0.498722133443463
Probe_minus_Memorize	28	0.32	-0.504474114226979
Probe_minus_Memorize	30	0.32	-0.505576124010268
Probe_minus_Memorize	4	0.36	0.604225402197218
Probe_minus_Memorize	6	0.36	-0.191773891871872
Probe_minus_Memorize	8	0.36	-1.81283950353098
Probe_minus_Memorize	10	0.36	-2.60887965178956
Probe_minus_Memorize	12	0.36	-2.13987423281651
Probe_minus_Memorize	14	0.36	-1.43330868341067
Probe_minus_Memorize	16	0.36	-1.11366292363442
Probe_minus_Memorize	18	0.36	-1.13904344511853
Probe_minus_Memorize	20	0.36	-1.02026493953325
Probe_minus_Memorize	22	0.36	-0.856523709204526
Probe_minus_Memorize	24	0.36	-0.717933557986789
Probe_minus_Memorize	26	0.36	-0.623553079509017
Probe_minus_Memorize	28	0.36	-0.541983106159007
Probe_minus_Memorize	30	0.36	-0.497366602903712
Probe_minus_Memorize	4	0.4	0.683444348376065
Probe_minus_Memorize	6	0.4	-0.369970014875528
Probe_minus_Memorize	8	0.4	-2.18753194296162
Probe_minus_Memorize	10	0.4	-2.98844020353052
Probe_minus_Memorize	12	0.4	-2.43963698010997
Probe_minus_Memorize	14	0.4	-1.61498329641467
Probe_minus_Memorize	16	0.4	-1.17423781914659
Probe_minus_Memorize	18	0.4	-1.24368889572996
Probe_minus_Memorize	20	0.4	-1.21272742177527
Probe_minus_Memorize	22	0.4	-1.02903505714134
Probe_minus_Memorize	24	0.4	-0.817014173503496
Probe_minus_Memorize	26	0.4	-0.681600643706484
Probe_minus_Memorize	28	0.4	-0.573753881594835
Probe_minus_Memorize	30	0.4	-0.524663568125463
Probe_minus_Memorize	4	0.44	0.749010326683925
Probe_minus_Memorize	6	0.44	-0.589538092949017
Probe_minus_Memorize	8	0.44	-2.56668041561031
Probe_minus_Memorize	10	0.44	-3.35953444200454
Probe_minus_Memorize	12	0.44	-2.68585640075642
Probe_minus_Memorize	14	0.44	-1.73829359553752
Probe_minus_Memorize	16	0.44	-1.20928007813634
Probe_minus_Memorize	18	0.44	-1.25893008104891
Probe_minus_Memorize	20	0.44	-1.27769567899862
Probe_minus_Memorize	22	0.44	-1.12392799065088
Probe_minus_Memorize	24	0.44	-0.886702376879291
Probe_minus_Memorize	26	0.44	-0.671929103153999
Probe_minus_Memorize	28	0.44	-0.465404915555425
Probe_minus_Memorize	30	0.44	-0.36635971668625
Probe_minus_Memorize	4	0.48	0.793384271892867
Probe_minus_Memorize	6	0.48	-0.8342059097045
Probe_minus_Memorize	8	0.48	-2.92524650996145
Probe_minus_Memorize	10	0.48	-3.71390686348006
Probe_minus_Memorize	12	0.48	-2.92155155091502
Probe_minus_Memorize	14	0.48	-1.85192012525119
Probe_minus_Memorize	16	0.48	-1.24521443702503
Probe_minus_Memorize	18	0.48	-1.24585325537894
Probe_minus_Memorize	20	0.48	-1.2377473434132
Probe_minus_Memorize	22	0.48	-1.04471452171546
Probe_minus_Memorize	24	0.48	-0.770470760947762
Probe_minus_Memorize	26	0.48	-0.542993468898175
Probe_minus_Memorize	28	0.48	-0.385482403986158
Probe_minus_Memorize	30	0.48	-0.322889865895917
Probe_minus_Memorize	4	0.52	0.809440266245147
Probe_minus_Memorize	6	0.52	-1.09054284076979
Probe_minus_Memorize	8	0.52	-3.26497256540194
Probe_minus_Memorize	10	0.52	-4.05924639286792
Probe_minus_Memorize	12	0.52	-3.1885525015205
Probe_minus_Memorize	14	0.52	-1.99557658724604
Probe_minus_Memorize	16	0.52	-1.30675306269553
Probe_minus_Memorize	18	0.52	-1.23548008118365
Probe_minus_Memorize	20	0.52	-1.18195510185671
Probe_minus_Memorize	22	0.52	-1.02394311717758
Probe_minus_Memorize	24	0.52	-0.841330433862025
Probe_minus_Memorize	26	0.52	-0.737167386117289
Probe_minus_Memorize	28	0.52	-0.652329372645986
Probe_minus_Memorize	30	0.52	-0.550223035208033
Probe_minus_Memorize	4	0.56	0.793205022720547
Probe_minus_Memorize	6	0.56	-1.33609533599239
Probe_minus_Memorize	8	0.56	-3.59732443353482
Probe_minus_Memorize	10	0.56	-4.36043705186177
Probe_minus_Memorize	12	0.56	-3.38205749779608
Probe_minus_Memorize	14	0.56	-2.09387004585365
Probe_minus_Memorize	16	0.56	-1.37724697606256
Probe_minus_Memorize	18	0.56	-1.30752939776028
Probe_minus_Memorize	20	0.56	-1.16313317416872
Probe_minus_Memorize	22	0.56	-0.901282476926363
Probe_minus_Memorize	24	0.56	-0.699985439905096
Probe_minus_Memorize	26	0.56	-0.587004983594429
Probe_minus_Memorize	28	0.56	-0.464013815591253
Probe_minus_Memorize	30	0.56	-0.420779357938101
Probe_minus_Memorize	4	0.6	0.748186702059159
Probe_minus_Memorize	6	0.6	-1.55301655428151
Probe_minus_Memorize	8	0.6	-3.9089948218394
Probe_minus_Memorize	10	0.6	-4.55666237810784
Probe_minus_Memorize	12	0.6	-3.43606961990391
Probe_minus_Memorize	14	0.6	-2.1193123609975
Probe_minus_Memorize	16	0.6	-1.40408870255297
Probe_minus_Memorize	18	0.6	-1.24457774529341
Probe_minus_Memorize	20	0.6	-1.08444291720422
Probe_minus_Memorize	22	0.6	-0.848929680924798
Probe_minus_Memorize	24	0.6	-0.665406113746106
Probe_minus_Memorize	26	0.6	-0.596276473246049
Probe_minus_Memorize	28	0.6	-0.563750829732033
Probe_minus_Memorize	30	0.6	-0.499800652599253
Probe_minus_Memorize	4	0.64	0.683471485346591
Probe_minus_Memorize	6	0.64	-1.73705764874012
Probe_minus_Memorize	8	0.64	-4.16923490274712
Probe_minus_Memorize	10	0.64	-4.61481480295052
Probe_minus_Memorize	12	0.64	-3.36006029607877
Probe_minus_Memorize	14	0.64	-2.10126767782675
Probe_minus_Memorize	16	0.64	-1.44677358765627
Probe_minus_Memorize	18	0.64	-1.25656198699055
Probe_minus_Memorize	20	0.64	-1.0646526944035
Probe_minus_Memorize	22	0.64	-0.863292659385106
Probe_minus_Memorize	24	0.64	-0.700742327139654
Probe_minus_Memorize	26	0.64	-0.601106585617698
Probe_minus_Memorize	28	0.64	-0.512351752751623
Probe_minus_Memorize	30	0.64	-0.480467592123102
Probe_minus_Memorize	4	0.68	0.607766704696258
Probe_minus_Memorize	6	0.68	-1.88767718049773
Probe_minus_Memorize	8	0.68	-4.32509201449824
Probe_minus_Memorize	10	0.68	-4.54391531109818
Probe_minus_Memorize	12	0.68	-3.19713240617122
Probe_minus_Memorize	14	0.68	-1.93580635672455
Probe_minus_Memorize	16	0.68	-1.38515491314703
Probe_minus_Memorize	18	0.68	-1.24762958431538
Probe_minus_Memorize	20	0.68	-1.09351228957595
Probe_minus_Memorize	22	0.68	-0.834826389909462
Probe_minus_Memorize	24	0.68	-0.613491986987656
Probe_minus_Memorize	26	0.68	-0.486496860857823
Probe_minus_Memorize	28	0.68	-0.354707723589784
Probe_minus_Memorize	30	0.68	-0.28168653279773
Probe_minus_Memorize	4	0.72	0.529045410363425
Probe_minus_Memorize	6	0.72	-2.00289518918872
Probe_minus_Memorize	8	0.72	-4.34854213150031
Probe_minus_Memorize	10	0.72	-4.38987809768372
Probe_minus_Memorize	12	0.72	-2.97030877900745
Probe_minus_Memorize	14	0.72	-1.65333004181738
Probe_minus_Memorize	16	0.72	-1.11327134566637
Probe_minus_Memorize	18	0.72	-1.0103124714499
Probe_minus_Memorize	20	0.72	-0.927099251007161
Probe_minus_Memorize	22	0.72	-0.746013351357438
Probe_minus_Memorize	24	0.72	-0.572923057254635
Probe_minus_Memorize	26	0.72	-0.462823417108579
Probe_minus_Memorize	28	0.72	-0.354039302635368
Probe_minus_Memorize	30	0.72	-0.246778446319627
Probe_minus_Memorize	4	0.76	0.453861619447983
Probe_minus_Memorize	6	0.76	-2.07417403414447
Probe_minus_Memorize	8	0.76	-4.24069071202663
Probe_minus_Memorize	10	0.76	-4.19131671714672
Probe_minus_Memorize	12	0.76	-2.72524156386349
Probe_minus_Memorize	14	0.76	-1.38713803202477
Probe_minus_Memorize	16	0.76	-0.84004696361674
Probe_minus_Memorize	18	0.76	-0.833768616318986
Probe_minus_Memorize	20	0.76	-0.807086903666452
Probe_minus_Memorize	22	0.76	-0.705506933228628
Probe_minus_Memorize	24	0.76	-0.598875203872795
Probe_minus_Memorize	26	0.76	-0.468795672506827
Probe_minus_Memorize	28	0.76	-0.297568283913088
Probe_minus_Memorize	30	0.76	-0.176289560805416
Probe_minus_Memorize	4	0.8	0.387295847684804
Probe_minus_Memorize	6	0.8	-2.09143277654078
Probe_minus_Memorize	8	0.8	-4.03940053666068
Probe_minus_Memorize	10	0.8	-3.94383670978237
Probe_minus_Memorize	12	0.8	-2.49273589451906
Probe_minus_Memorize	14	0.8	-1.17050339672984
Probe_minus_Memorize	16	0.8	-0.662944388296299
Probe_minus_Memorize	18	0.8	-0.683795660082715
Probe_minus_Memorize	20	0.8	-0.733723357144795
Probe_minus_Memorize	22	0.8	-0.635252021137099
Probe_minus_Memorize	24	0.8	-0.484150936048355
Probe_minus_Memorize	26	0.8	-0.38016679366274
Probe_minus_Memorize	28	0.8	-0.282843668391025
Probe_minus_Memorize	30	0.8	-0.213498149379486
Probe_minus_Memorize	4	0.84	0.334647660095848
Probe_minus_Memorize	6	0.84	-2.05139986366623
Probe_minus_Memorize	8	0.84	-3.7975433214313
Probe_minus_Memorize	10	0.84	-3.65196757846196
Probe_minus_Memorize	12	0.84	-2.25374798801677
Probe_minus_Memorize	14	0.84	-1.03771486140376
Probe_minus_Memorize	16	0.84	-0.5807911236653
Probe_minus_Memorize	18	0.84	-0.584423634298298
Probe_minus_Memorize	20	0.84	-0.556918002109902
Probe_minus_Memorize	22	0.84	-0.455755787097121
Probe_minus_Memorize	24	0.84	-0.395782591641298
Probe_minus_Memorize	26	0.84	-0.394079963228848
Probe_minus_Memorize	28	0.84	-0.406946713821603
Probe_minus_Memorize	30	0.84	-0.358515981419963
Probe_minus_Memorize	4	0.88	0.302591329354039
Probe_minus_Memorize	6	0.88	-1.9623629425027
Probe_minus_Memorize	8	0.88	-3.55992614294372
Probe_minus_Memorize	10	0.88	-3.35273441552445
Probe_minus_Memorize	12	0.88	-1.97768363976261
Probe_minus_Memorize	14	0.88	-0.897845165335301
Probe_minus_Memorize	16	0.88	-0.479052018725073
Probe_minus_Memorize	18	0.88	-0.476626799354676
Probe_minus_Memorize	20	0.88	-0.521091484974119
Probe_minus_Memorize	22	0.88	-0.50479047368901
Probe_minus_Memorize	24	0.88	-0.46959301319859
Probe_minus_Memorize	26	0.88	-0.416909904377675
Probe_minus_Memorize	28	0.88	-0.304117231657765
Probe_minus_Memorize	30	0.88	-0.293709549445757
Probe_minus_Memorize	4	0.92	0.297269223159654
Probe_minus_Memorize	6	0.92	-1.84334966906623
Probe_minus_Memorize	8	0.92	-3.36212002228027
Probe_minus_Memorize	10	0.92	-3.08241697695727
Probe_minus_Memorize	12	0.92	-1.69892278745451
Probe_minus_Memorize	14	0.92	-0.6532749235619
Probe_minus_Memorize	16	0.92	-0.303031318255808
Probe_minus_Memorize	18	0.92	-0.323191825346402
Probe_minus_Memorize	20	0.92	-0.384917460252072
Probe_minus_Memorize	22	0.92	-0.37949487002684
Probe_minus_Memorize	24	0.92	-0.31635142686936
Probe_minus_Memorize	26	0.92	-0.201675295929292
Probe_minus_Memorize	28	0.92	-0.0404065592162747
Probe_minus_Memorize	30	0.92	0.00197002766535793
Probe_minus_Memorize	4	0.96	0.319481349900861
Probe_minus_Memorize	6	0.96	-1.71489506550487
Probe_minus_Memorize	8	0.96	-3.22227227099433
Probe_minus_Memorize	10	0.96	-2.85048309238843
Probe_minus_Memorize	12	0.96	-1.46309891562089
Probe_minus_Memorize	14	0.96	-0.38425754550568
Probe_minus_Memorize	16	0.96	-0.139678929556386
Probe_minus_Memorize	18	0.96	-0.281307160976401
Probe_minus_Memorize	20	0.96	-0.310397578971479
Probe_minus_Memorize	22	0.96	-0.242638988270468
Probe_minus_Memorize	24	0.96	-0.138382432372216
Probe_minus_Memorize	26	0.96	-0.0435802064122998
Probe_minus_Memorize	28	0.96	-0.00881533837559927
Probe_minus_Memorize	30	0.96	-0.0220290049483235
Probe_minus_Memorize	4	1	0.364013005503445
Probe_minus_Memorize	6	1	-1.59127676763772
Probe_minus_Memorize	8	1	-3.13287219451221
Probe_minus_Memorize	10	1	-2.64767476756933
Probe_minus_Memorize	12	1	-1.26078128394038
Probe_minus_Memorize	14	1	-0.228635220985592
Probe_minus_Memorize	16	1	-0.0356454656801629
Probe_minus_Memorize	18	1	-0.28392860857198
Probe_minus_Memorize	20	1	-0.439315932550558
Probe_minus_Memorize	22	1	-0.43490478608056
Probe_minus_Memorize	24	1	-0.358376847832244
Probe_minus_Memorize	26	1	-0.297210332094444
Probe_minus_Memorize	28	1	-0.245099648388703
Probe_minus_Memorize	30	1	-0.170508314338001
Probe_minus_Memorize	4	1.04	0.425452955743286
Probe_minus_Memorize	6	1.04	-1.4763398470982
Probe_minus_Memorize	8	1.04	-3.05380897281004
Probe_minus_Memorize	10	1.04	-2.47712753987564
Probe_minus_Memorize	12	1.04	-1.09886826126746
Probe_minus_Memorize	14	1.04	-0.181115241251053
Probe_minus_Memorize	16	1.04	-0.057201164427849
Probe_minus_Memorize	18	1.04	-0.198113619085399
Probe_minus_Memorize	20	1.04	-0.286995581231755
Probe_minus_Memorize	22	1.04	-0.302559956927174
Probe_minus_Memorize	24	1.04	-0.314243012420588
Probe_minus_Memorize	26	1.04	-0.307957934103987
Probe_minus_Memorize	28	1.04	-0.232423324822953
Probe_minus_Memorize	30	1.04	-0.144991688908414
Probe_minus_Memorize	4	1.08	0.498941919652016
Probe_minus_Memorize	6	1.08	-1.36130597621702
Probe_minus_Memorize	8	1.08	-2.94453122824004
Probe_minus_Memorize	10	1.08	-2.35635024062649
Probe_minus_Memorize	12	1.08	-1.01112977728649
Probe_minus_Memorize	14	1.08	-0.145410270768946
Probe_minus_Memorize	16	1.08	-0.018776232760398
Probe_minus_Memorize	18	1.08	-0.0410856370411298
Probe_minus_Memorize	20	1.08	0.00423647083197109
Probe_minus_Memorize	22	1.08	0.0403610690310753
Probe_minus_Memorize	24	1.08	-0.00689478314035158
Probe_minus_Memorize	26	1.08	-0.103750993279277
Probe_minus_Memorize	28	1.08	-0.145427387034957
Probe_minus_Memorize	30	1.08	-0.135645774649198
Probe_minus_Memorize	4	1.12	0.575153799659358
Probe_minus_Memorize	6	1.12	-1.25154850387746
Probe_minus_Memorize	8	1.12	-2.80112589840853
Probe_minus_Memorize	10	1.12	-2.29491101846581
Probe_minus_Memorize	12	1.12	-0.989106818640705
Probe_minus_Memorize	14	1.12	-0.121607401451911
Probe_minus_Memorize	16	1.12	0.0797541042234475
Probe_minus_Memorize	18	1.12	0.00748504596053776
Probe_minus_Memorize	20	1.12	0.0065184884736065
Probe_minus_Memorize	22	1.12	0.0818063136461552
Probe_minus_Memorize	24	1.12	0.146816495222499
Probe_minus_Memorize	26	1.12	0.164196484092985
Probe_minus_Memorize	28	1.12	0.179633425397102
Probe_minus_Memorize	30	1.12	0.12944778113402
Probe_minus_Memorize	4	1.16	0.648293337866211
Probe_minus_Memorize	6	1.16	-1.16145834605662
Probe_minus_Memorize	8	1.16	-2.66872205500759
Probe_minus_Memorize	10	1.16	-2.26532823645916
Probe_minus_Memorize	12	1.16	-0.966910570236736
Probe_minus_Memorize	14	1.16	-0.0641529815222471
Probe_minus_Memorize	16	1.16	0.135144444208971
Probe_minus_Memorize	18	1.16	0.0315925772232094
Probe_minus_Memorize	20	1.16	-0.0301355284780101
Probe_minus_Memorize	22	1.16	-0.0161661796785644
Probe_minus_Memorize	24	1.16	0.0418353854597327
Probe_minus_Memorize	26	1.16	0.0812250358896174
Probe_minus_Memorize	28	1.16	0.0814536050522187
Probe_minus_Memorize	30	1.16	0.101299566914285
Probe_minus_Memorize	4	1.2	0.711466140858279
Probe_minus_Memorize	6	1.2	-1.09103736461761
Probe_minus_Memorize	8	1.2	-2.57729780928501
Probe_minus_Memorize	10	1.2	-2.21645281320948
Probe_minus_Memorize	12	1.2	-0.920031038695449
Probe_minus_Memorize	14	1.2	-0.00574857791974439
Probe_minus_Memorize	16	1.2	0.16980395476044
Probe_minus_Memorize	18	1.2	0.00420619743881221
Probe_minus_Memorize	20	1.2	-0.0876463689877539
Probe_minus_Memorize	22	1.2	-0.11232358240417
Probe_minus_Memorize	24	1.2	-0.090662707557518
Probe_minus_Memorize	26	1.2	-0.0404823784739269
Probe_minus_Memorize	28	1.2	0.0370642810962874
Probe_minus_Memorize	30	1.2	0.128079190167113
Probe_minus_Memorize	4	1.24	0.757951188763672
Probe_minus_Memorize	6	1.24	-1.02818891871734
Probe_minus_Memorize	8	1.24	-2.51422981327115
Probe_minus_Memorize	10	1.24	-2.13851874029921
Probe_minus_Memorize	12	1.24	-0.831763148602894
Probe_minus_Memorize	14	1.24	0.00831406275410356
Probe_minus_Memorize	16	1.24	0.133132045906329
Probe_minus_Memorize	18	1.24	0.00510807052453115
Probe_minus_Memorize	20	1.24	-0.063294394623802
Probe_minus_Memorize	22	1.24	-0.0922515866045934
Probe_minus_Memorize	24	1.24	-0.108587762826174
Probe_minus_Memorize	26	1.24	-0.105312694783121
Probe_minus_Memorize	28	1.24	-0.0506780185795151
Probe_minus_Memorize	30	1.24	-0.0174988951181867
Probe_minus_Memorize	4	1.28	0.781489331639116
Probe_minus_Memorize	6	1.28	-0.959298794677649
Probe_minus_Memorize	8	1.28	-2.44031690581204
Probe_minus_Memorize	10	1.28	-2.03470022073206
Probe_minus_Memorize	12	1.28	-0.724717293437046
Probe_minus_Memorize	14	1.28	0.0761168725532791
Probe_minus_Memorize	16	1.28	0.185366136188261
Probe_minus_Memorize	18	1.28	0.12458859611696
Probe_minus_Memorize	20	1.28	0.0900060885470889
Probe_minus_Memorize	22	1.28	0.0604975713710438
Probe_minus_Memorize	24	1.28	0.0164271013281976
Probe_minus_Memorize	26	1.28	-0.011028187618933
Probe_minus_Memorize	28	1.28	-0.0238899684957189
Probe_minus_Memorize	30	1.28	0.0157115726895228
Probe_minus_Memorize	4	1.32	0.78020823692599
Probe_minus_Memorize	6	1.32	-0.879733707726343
Probe_minus_Memorize	8	1.32	-2.33690871615379
Probe_minus_Memorize	10	1.32	-1.90881654176903
Probe_minus_Memorize	12	1.32	-0.62048092871388
Probe_minus_Memorize	14	1.32	0.19630662783764
Probe_minus_Memorize	16	1.32	0.365463608328122
Probe_minus_Memorize	18	1.32	0.253897472322534
Probe_minus_Memorize	20	1.32	0.185050072558289
Probe_minus_Memorize	22	1.32	0.156238155593451
Probe_minus_Memorize	24	1.32	0.0981329023072518
Probe_minus_Memorize	26	1.32	0.0332814462013952
Probe_minus_Memorize	28	1.32	0.0276547091999888
Probe_minus_Memorize	30	1.32	0.0350346053510719
Probe_minus_Memorize	4	1.36	0.757234232048713
Probe_minus_Memorize	6	1.36	-0.810916966250276
Probe_minus_Memorize	8	1.36	-2.21080289184332
Probe_minus_Memorize	10	1.36	-1.76992145412954
Probe_minus_Memorize	12	1.36	-0.518108648052564
Probe_minus_Memorize	14	1.36	0.289696211401018
Probe_minus_Memorize	16	1.36	0.408932004615009
Probe_minus_Memorize	18	1.36	0.287129167830164
Probe_minus_Memorize	20	1.36	0.240025325794355
Probe_minus_Memorize	22	1.36	0.215505707364243
Probe_minus_Memorize	24	1.36	0.181151008620863
Probe_minus_Memorize	26	1.36	0.158742269582805
Probe_minus_Memorize	28	1.36	0.180568620965838
Probe_minus_Memorize	30	1.36	0.226416442599261
Probe_minus_Memorize	4	1.4	0.719425650284944
Probe_minus_Memorize	6	1.4	-0.77686630185228
Probe_minus_Memorize	8	1.4	-2.10046623448074
Probe_minus_Memorize	10	1.4	-1.65115276101807
Probe_minus_Memorize	12	1.4	-0.439832162833039
Probe_minus_Memorize	14	1.4	0.319092491899
Probe_minus_Memorize	16	1.4	0.399717265867094
Probe_minus_Memorize	18	1.4	0.276574029391107
Probe_minus_Memorize	20	1.4	0.237776888059875
Probe_minus_Memorize	22	1.4	0.202214716627899
